sr50_2016t,sr50_2016,sr50_2017t,sr50_2017,sr50_2018t,sr50_2018,sr50_2019t,sr50_2019,sr50_2020t,sr50_2020
2016-09-02 17:00,NaN,2017-09-02 17:00,NaN,2018-09-02 16:45,5.397,2019-09-02 17:00,4.917,2020-09-02 17:00,4.198
2016-09-02 17:15,NaN,2017-09-02 17:15,NaN,2018-09-02 17:00,5.396,2019-09-02 17:15,4.915,2020-09-02 17:15,4.203
2016-09-02 17:30,NaN,2017-09-02 17:30,NaN,2018-09-02 17:15,5.395,2019-09-02 17:30,4.919,2020-09-02 17:30,4.199
2016-09-02 17:45,NaN,2017-09-02 17:45,NaN,2018-09-02 17:30,5.393,2019-09-02 17:45,4.917,2020-09-02 17:45,4.202
2016-09-02 18:00,NaN,2017-09-02 18:00,NaN,2018-09-02 17:45,5.394,2019-09-02 18:00,4.92,2020-09-02 18:00,4.202
2016-09-02 18:15,NaN,2017-09-02 18:15,NaN,2018-09-02 18:00,5.399,2019-09-02 18:15,4.921,2020-09-02 18:15,4.199
2016-09-02 18:30,NaN,2017-09-02 18:30,NaN,2018-09-02 18:15,5.397,2019-09-02 18:30,4.922,2020-09-02 18:30,4.203
2016-09-02 18:45,NaN,2017-09-02 18:45,NaN,2018-09-02 18:30,5.4,2019-09-02 18:45,4.921,2020-09-02 18:45,4.203
2016-09-02 19:00,NaN,2017-09-02 19:00,NaN,2018-09-02 18:45,5.403,2019-09-02 19:00,4.92,2020-09-02 19:00,4.204
2016-09-02 19:15,NaN,2017-09-02 19:15,NaN,2018-09-02 19:00,5.397,2019-09-02 19:15,4.919,2020-09-02 19:15,4.205
2016-09-02 19:30,NaN,2017-09-02 19:30,NaN,2018-09-02 19:15,5.4,2019-09-02 19:30,4.922,2020-09-02 19:30,4.205
2016-09-02 19:45,NaN,2017-09-02 19:45,NaN,2018-09-02 19:30,5.403,2019-09-02 19:45,4.921,2020-09-02 19:45,4.2
2016-09-02 20:00,NaN,2017-09-02 20:00,NaN,2018-09-02 19:45,5.401,2019-09-02 20:00,4.919,2020-09-02 20:00,4.204
2016-09-02 20:15,NaN,2017-09-02 20:15,NaN,2018-09-02 20:00,5.403,2019-09-02 20:15,4.92,2020-09-02 20:15,4.202
2016-09-02 20:30,NaN,2017-09-02 20:30,NaN,2018-09-02 20:15,5.4,2019-09-02 20:30,4.919,2020-09-02 20:30,4.201
2016-09-02 20:45,NaN,2017-09-02 20:45,NaN,2018-09-02 20:30,5.4,2019-09-02 20:45,4.923,2020-09-02 20:45,4.202
2016-09-02 21:00,NaN,2017-09-02 21:00,NaN,2018-09-02 20:45,5.403,2019-09-02 21:00,4.923,2020-09-02 21:00,4.198
2016-09-02 21:15,NaN,2017-09-02 21:15,NaN,2018-09-02 21:00,5.404,2019-09-02 21:15,4.923,2020-09-02 21:15,4.204
2016-09-02 21:30,NaN,2017-09-02 21:30,NaN,2018-09-02 21:15,5.407,2019-09-02 21:30,4.918,2020-09-02 21:30,4.202
2016-09-02 21:45,NaN,2017-09-02 21:45,NaN,2018-09-02 21:30,5.404,2019-09-02 21:45,4.921,2020-09-02 21:45,4.203
2016-09-02 22:00,NaN,2017-09-02 22:00,NaN,2018-09-02 21:45,5.405,2019-09-02 22:00,4.924,2020-09-02 22:00,4.202
2016-09-02 22:15,NaN,2017-09-02 22:15,NaN,2018-09-02 22:00,5.404,2019-09-02 22:15,4.919,2020-09-02 22:15,4.2
2016-09-02 22:30,NaN,2017-09-02 22:30,NaN,2018-09-02 22:15,5.404,2019-09-02 22:30,4.922,2020-09-02 22:30,4.201
2016-09-02 22:45,NaN,2017-09-02 22:45,NaN,2018-09-02 22:30,5.403,2019-09-02 22:45,4.921,2020-09-02 22:45,4.202
2016-09-02 23:00,NaN,2017-09-02 23:00,NaN,2018-09-02 22:45,5.406,2019-09-02 23:00,4.921,2020-09-02 23:00,4.201
2016-09-02 23:15,NaN,2017-09-02 23:15,NaN,2018-09-02 23:00,5.404,2019-09-02 23:15,4.92,2020-09-02 23:15,4.2
2016-09-02 23:30,NaN,2017-09-02 23:30,NaN,2018-09-02 23:15,5.405,2019-09-02 23:30,4.918,2020-09-02 23:30,4.201
2016-09-02 23:45,NaN,2017-09-02 23:45,NaN,2018-09-02 23:30,5.402,2019-09-02 23:45,4.918,2020-09-02 23:45,4.202
2016-09-03 0:00,NaN,2017-09-03 0:00,NaN,2018-09-02 23:45,5.401,2019-09-03 0:00,4.924,2020-09-03 0:00,4.204
2016-09-03 0:15,NaN,2017-09-03 0:15,NaN,2018-09-03 0:00,5.397,2019-09-03 0:15,4.917,2020-09-03 0:15,4.204
2016-09-03 0:30,NaN,2017-09-03 0:30,NaN,2018-09-03 0:15,5.401,2019-09-03 0:30,4.926,2020-09-03 0:30,4.202
2016-09-03 0:45,NaN,2017-09-03 0:45,NaN,2018-09-03 0:30,5.401,2019-09-03 0:45,4.923,2020-09-03 0:45,4.2
2016-09-03 1:00,NaN,2017-09-03 1:00,NaN,2018-09-03 0:45,5.408,2019-09-03 1:00,4.92,2020-09-03 1:00,4.198
2016-09-03 1:15,NaN,2017-09-03 1:15,NaN,2018-09-03 1:00,5.405,2019-09-03 1:15,4.918,2020-09-03 1:15,4.2
2016-09-03 1:30,NaN,2017-09-03 1:30,NaN,2018-09-03 1:15,5.41,2019-09-03 1:30,4.919,2020-09-03 1:30,4.203
2016-09-03 1:45,NaN,2017-09-03 1:45,NaN,2018-09-03 1:30,5.409,2019-09-03 1:45,4.919,2020-09-03 1:45,4.202
2016-09-03 2:00,NaN,2017-09-03 2:00,NaN,2018-09-03 1:45,5.41,2019-09-03 2:00,4.918,2020-09-03 2:00,4.198
2016-09-03 2:15,NaN,2017-09-03 2:15,NaN,2018-09-03 2:00,5.409,2019-09-03 2:15,4.92,2020-09-03 2:15,4.198
2016-09-03 2:30,NaN,2017-09-03 2:30,NaN,2018-09-03 2:15,5.407,2019-09-03 2:30,4.921,2020-09-03 2:30,4.203
2016-09-03 2:45,NaN,2017-09-03 2:45,NaN,2018-09-03 2:30,5.407,2019-09-03 2:45,4.922,2020-09-03 2:45,4.201
2016-09-03 3:00,NaN,2017-09-03 3:00,NaN,2018-09-03 2:45,5.404,2019-09-03 3:00,4.916,2020-09-03 3:00,4.201
2016-09-03 3:15,NaN,2017-09-03 3:15,NaN,2018-09-03 3:00,5.404,2019-09-03 3:15,4.921,2020-09-03 3:15,4.201
2016-09-03 3:30,NaN,2017-09-03 3:30,NaN,2018-09-03 3:15,5.404,2019-09-03 3:30,4.922,2020-09-03 3:30,4.201
2016-09-03 3:45,NaN,2017-09-03 3:45,NaN,2018-09-03 3:30,5.404,2019-09-03 3:45,4.923,2020-09-03 3:45,4.199
2016-09-03 4:00,NaN,2017-09-03 4:00,NaN,2018-09-03 3:45,5.404,2019-09-03 4:00,4.92,2020-09-03 4:00,4.2
2016-09-03 4:15,NaN,2017-09-03 4:15,NaN,2018-09-03 4:00,5.407,2019-09-03 4:15,4.923,2020-09-03 4:15,4.2
2016-09-03 4:30,NaN,2017-09-03 4:30,NaN,2018-09-03 4:15,5.406,2019-09-03 4:30,4.922,2020-09-03 4:30,4.202
2016-09-03 4:45,NaN,2017-09-03 4:45,NaN,2018-09-03 4:30,5.404,2019-09-03 4:45,4.92,2020-09-03 4:45,4.204
2016-09-03 5:00,NaN,2017-09-03 5:00,NaN,2018-09-03 4:45,5.407,2019-09-03 5:00,4.923,2020-09-03 5:00,4.204
2016-09-03 5:15,NaN,2017-09-03 5:15,NaN,2018-09-03 5:00,5.4,2019-09-03 5:15,4.923,2020-09-03 5:15,4.205
2016-09-03 5:30,NaN,2017-09-03 5:30,NaN,2018-09-03 5:15,5.392,2019-09-03 5:30,4.925,2020-09-03 5:30,4.206
2016-09-03 5:45,NaN,2017-09-03 5:45,NaN,2018-09-03 5:30,5.395,2019-09-03 5:45,4.922,2020-09-03 5:45,4.206
2016-09-03 6:00,NaN,2017-09-03 6:00,NaN,2018-09-03 5:45,5.396,2019-09-03 6:00,4.921,2020-09-03 6:00,4.208
2016-09-03 6:15,NaN,2017-09-03 6:15,NaN,2018-09-03 6:00,5.397,2019-09-03 6:15,4.924,2020-09-03 6:15,4.208
2016-09-03 6:30,NaN,2017-09-03 6:30,NaN,2018-09-03 6:15,5.399,2019-09-03 6:30,4.922,2020-09-03 6:30,4.206
2016-09-03 6:45,NaN,2017-09-03 6:45,NaN,2018-09-03 6:30,5.397,2019-09-03 6:45,4.921,2020-09-03 6:45,4.215
2016-09-03 7:00,NaN,2017-09-03 7:00,NaN,2018-09-03 6:45,5.398,2019-09-03 7:00,4.92,2020-09-03 7:00,4.213
2016-09-03 7:15,NaN,2017-09-03 7:15,NaN,2018-09-03 7:00,5.398,2019-09-03 7:15,4.922,2020-09-03 7:15,4.212
2016-09-03 7:30,NaN,2017-09-03 7:30,NaN,2018-09-03 7:15,5.396,2019-09-03 7:30,4.921,2020-09-03 7:30,4.21
2016-09-03 7:45,NaN,2017-09-03 7:45,NaN,2018-09-03 7:30,5.397,2019-09-03 7:45,4.925,2020-09-03 7:45,4.21
2016-09-03 8:00,NaN,2017-09-03 8:00,NaN,2018-09-03 7:45,5.398,2019-09-03 8:00,4.922,2020-09-03 8:00,4.212
2016-09-03 8:15,NaN,2017-09-03 8:15,NaN,2018-09-03 8:00,5.4,2019-09-03 8:15,4.923,2020-09-03 8:15,4.212
2016-09-03 8:30,NaN,2017-09-03 8:30,NaN,2018-09-03 8:15,5.391,2019-09-03 8:30,4.922,2020-09-03 8:30,4.214
2016-09-03 8:45,NaN,2017-09-03 8:45,NaN,2018-09-03 8:30,5.389,2019-09-03 8:45,4.922,2020-09-03 8:45,4.215
2016-09-03 9:00,NaN,2017-09-03 9:00,NaN,2018-09-03 8:45,5.388,2019-09-03 9:00,4.921,2020-09-03 9:00,4.216
2016-09-03 9:15,NaN,2017-09-03 9:15,NaN,2018-09-03 9:00,5.387,2019-09-03 9:15,4.922,2020-09-03 9:15,4.214
2016-09-03 9:30,NaN,2017-09-03 9:30,NaN,2018-09-03 9:15,5.391,2019-09-03 9:30,4.923,2020-09-03 9:30,4.214
2016-09-03 9:45,NaN,2017-09-03 9:45,NaN,2018-09-03 9:30,5.393,2019-09-03 9:45,4.92,2020-09-03 9:45,4.217
2016-09-03 10:00,NaN,2017-09-03 10:00,NaN,2018-09-03 9:45,5.392,2019-09-03 10:00,4.925,2020-09-03 10:00,4.216
2016-09-03 10:15,NaN,2017-09-03 10:15,NaN,2018-09-03 10:00,5.394,2019-09-03 10:15,4.925,2020-09-03 10:15,4.22
2016-09-03 10:30,NaN,2017-09-03 10:30,NaN,2018-09-03 10:15,5.393,2019-09-03 10:30,4.925,2020-09-03 10:30,4.219
2016-09-03 10:45,NaN,2017-09-03 10:45,NaN,2018-09-03 10:30,5.394,2019-09-03 10:45,4.927,2020-09-03 10:45,4.221
2016-09-03 11:00,NaN,2017-09-03 11:00,NaN,2018-09-03 10:45,5.396,2019-09-03 11:00,4.931,2020-09-03 11:00,4.218
2016-09-03 11:15,NaN,2017-09-03 11:15,NaN,2018-09-03 11:00,5.392,2019-09-03 11:15,4.931,2020-09-03 11:15,4.224
2016-09-03 11:30,NaN,2017-09-03 11:30,NaN,2018-09-03 11:15,5.388,2019-09-03 11:30,4.93,2020-09-03 11:30,4.228
2016-09-03 11:45,NaN,2017-09-03 11:45,NaN,2018-09-03 11:30,5.399,2019-09-03 11:45,4.937,2020-09-03 11:45,4.222
2016-09-03 12:00,NaN,2017-09-03 12:00,NaN,2018-09-03 11:45,5.39,2019-09-03 12:00,4.933,2020-09-03 12:00,4.223
2016-09-03 12:15,NaN,2017-09-03 12:15,NaN,2018-09-03 12:00,5.395,2019-09-03 12:15,4.936,2020-09-03 12:15,4.223
2016-09-03 12:30,NaN,2017-09-03 12:30,NaN,2018-09-03 12:15,5.389,2019-09-03 12:30,4.94,2020-09-03 12:30,4.225
2016-09-03 12:45,NaN,2017-09-03 12:45,NaN,2018-09-03 12:30,5.402,2019-09-03 12:45,4.941,2020-09-03 12:45,4.225
2016-09-03 13:00,NaN,2017-09-03 13:00,NaN,2018-09-03 12:45,5.408,2019-09-03 13:00,4.943,2020-09-03 13:00,4.224
2016-09-03 13:15,NaN,2017-09-03 13:15,NaN,2018-09-03 13:00,5.405,2019-09-03 13:15,4.943,2020-09-03 13:15,4.226
2016-09-03 13:30,NaN,2017-09-03 13:30,NaN,2018-09-03 13:15,5.404,2019-09-03 13:30,4.948,2020-09-03 13:30,4.231
2016-09-03 13:45,NaN,2017-09-03 13:45,NaN,2018-09-03 13:30,5.408,2019-09-03 13:45,4.947,2020-09-03 13:45,4.233
2016-09-03 14:00,NaN,2017-09-03 14:00,NaN,2018-09-03 13:45,5.405,2019-09-03 14:00,4.95,2020-09-03 14:00,4.23
2016-09-03 14:15,NaN,2017-09-03 14:15,NaN,2018-09-03 14:00,5.404,2019-09-03 14:15,4.955,2020-09-03 14:15,4.232
2016-09-03 14:30,NaN,2017-09-03 14:30,NaN,2018-09-03 14:15,5.403,2019-09-03 14:30,4.952,2020-09-03 14:30,4.234
2016-09-03 14:45,NaN,2017-09-03 14:45,NaN,2018-09-03 14:30,5.402,2019-09-03 14:45,4.954,2020-09-03 14:45,4.239
2016-09-03 15:00,NaN,2017-09-03 15:00,NaN,2018-09-03 14:45,5.403,2019-09-03 15:00,4.963,2020-09-03 15:00,4.239
2016-09-03 15:15,NaN,2017-09-03 15:15,NaN,2018-09-03 15:00,5.403,2019-09-03 15:15,4.962,2020-09-03 15:15,4.243
2016-09-03 15:30,NaN,2017-09-03 15:30,NaN,2018-09-03 15:15,5.405,2019-09-03 15:30,4.961,2020-09-03 15:30,4.243
2016-09-03 15:45,NaN,2017-09-03 15:45,NaN,2018-09-03 15:30,5.402,2019-09-03 15:45,4.968,2020-09-03 15:45,4.245
2016-09-03 16:00,NaN,2017-09-03 16:00,NaN,2018-09-03 15:45,5.402,2019-09-03 16:00,4.967,2020-09-03 16:00,4.246
2016-09-03 16:15,NaN,2017-09-03 16:15,NaN,2018-09-03 16:00,5.403,2019-09-03 16:15,4.963,2020-09-03 16:15,4.249
2016-09-03 16:30,NaN,2017-09-03 16:30,NaN,2018-09-03 16:15,5.402,2019-09-03 16:30,4.971,2020-09-03 16:30,4.252
2016-09-03 16:45,NaN,2017-09-03 16:45,NaN,2018-09-03 16:30,5.402,2019-09-03 16:45,4.973,2020-09-03 16:45,4.253
2016-09-03 17:00,NaN,2017-09-03 17:00,NaN,2018-09-03 16:45,5.401,2019-09-03 17:00,4.975,2020-09-03 17:00,4.253
2016-09-03 17:15,NaN,2017-09-03 17:15,NaN,2018-09-03 17:00,5.402,2019-09-03 17:15,4.977,2020-09-03 17:15,4.248
2016-09-03 17:30,NaN,2017-09-03 17:30,NaN,2018-09-03 17:15,5.402,2019-09-03 17:30,4.975,2020-09-03 17:30,4.251
2016-09-03 17:45,NaN,2017-09-03 17:45,NaN,2018-09-03 17:30,5.403,2019-09-03 17:45,4.977,2020-09-03 17:45,4.253
2016-09-03 18:00,NaN,2017-09-03 18:00,NaN,2018-09-03 17:45,5.403,2019-09-03 18:00,4.977,2020-09-03 18:00,4.257
2016-09-03 18:15,NaN,2017-09-03 18:15,NaN,2018-09-03 18:00,5.4,2019-09-03 18:15,4.977,2020-09-03 18:15,4.258
2016-09-03 18:30,NaN,2017-09-03 18:30,NaN,2018-09-03 18:15,5.401,2019-09-03 18:30,4.976,2020-09-03 18:30,4.254
2016-09-03 18:45,NaN,2017-09-03 18:45,NaN,2018-09-03 18:30,5.401,2019-09-03 18:45,4.977,2020-09-03 18:45,4.257
2016-09-03 19:00,NaN,2017-09-03 19:00,NaN,2018-09-03 18:45,5.403,2019-09-03 19:00,4.977,2020-09-03 19:00,4.259
2016-09-03 19:15,NaN,2017-09-03 19:15,NaN,2018-09-03 19:00,5.403,2019-09-03 19:15,4.973,2020-09-03 19:15,4.262
2016-09-03 19:30,NaN,2017-09-03 19:30,NaN,2018-09-03 19:15,5.403,2019-09-03 19:30,4.979,2020-09-03 19:30,4.264
2016-09-03 19:45,NaN,2017-09-03 19:45,NaN,2018-09-03 19:30,5.401,2019-09-03 19:45,4.98,2020-09-03 19:45,4.263
2016-09-03 20:00,NaN,2017-09-03 20:00,NaN,2018-09-03 19:45,5.401,2019-09-03 20:00,4.98,2020-09-03 20:00,4.262
2016-09-03 20:15,NaN,2017-09-03 20:15,NaN,2018-09-03 20:00,5.403,2019-09-03 20:15,4.98,2020-09-03 20:15,4.269
2016-09-03 20:30,NaN,2017-09-03 20:30,NaN,2018-09-03 20:15,5.402,2019-09-03 20:30,4.979,2020-09-03 20:30,4.269
2016-09-03 20:45,NaN,2017-09-03 20:45,NaN,2018-09-03 20:30,5.402,2019-09-03 20:45,4.977,2020-09-03 20:45,4.269
2016-09-03 21:00,NaN,2017-09-03 21:00,NaN,2018-09-03 20:45,5.404,2019-09-03 21:00,4.978,2020-09-03 21:00,4.268
2016-09-03 21:15,NaN,2017-09-03 21:15,NaN,2018-09-03 21:00,5.401,2019-09-03 21:15,4.979,2020-09-03 21:15,4.268
2016-09-03 21:30,NaN,2017-09-03 21:30,NaN,2018-09-03 21:15,5.402,2019-09-03 21:30,4.977,2020-09-03 21:30,4.269
2016-09-03 21:45,NaN,2017-09-03 21:45,NaN,2018-09-03 21:30,5.401,2019-09-03 21:45,4.975,2020-09-03 21:45,4.271
2016-09-03 22:00,NaN,2017-09-03 22:00,NaN,2018-09-03 21:45,5.403,2019-09-03 22:00,4.971,2020-09-03 22:00,4.275
2016-09-03 22:15,NaN,2017-09-03 22:15,NaN,2018-09-03 22:00,5.403,2019-09-03 22:15,4.978,2020-09-03 22:15,4.271
2016-09-03 22:30,NaN,2017-09-03 22:30,NaN,2018-09-03 22:15,5.403,2019-09-03 22:30,4.976,2020-09-03 22:30,4.269
2016-09-03 22:45,NaN,2017-09-03 22:45,NaN,2018-09-03 22:30,5.403,2019-09-03 22:45,4.977,2020-09-03 22:45,4.269
2016-09-03 23:00,NaN,2017-09-03 23:00,NaN,2018-09-03 22:45,5.402,2019-09-03 23:00,4.976,2020-09-03 23:00,4.271
2016-09-03 23:15,NaN,2017-09-03 23:15,NaN,2018-09-03 23:00,5.403,2019-09-03 23:15,4.976,2020-09-03 23:15,4.269
2016-09-03 23:30,NaN,2017-09-03 23:30,NaN,2018-09-03 23:15,5.403,2019-09-03 23:30,4.976,2020-09-03 23:30,4.274
2016-09-03 23:45,NaN,2017-09-03 23:45,NaN,2018-09-03 23:30,5.403,2019-09-03 23:45,4.977,2020-09-03 23:45,4.272
2016-09-04 0:00,NaN,2017-09-04 0:00,NaN,2018-09-03 23:45,5.402,2019-09-04 0:00,4.976,2020-09-04 0:00,4.276
2016-09-04 0:15,NaN,2017-09-04 0:15,NaN,2018-09-04 0:00,5.402,2019-09-04 0:15,4.978,2020-09-04 0:15,4.274
2016-09-04 0:30,NaN,2017-09-04 0:30,NaN,2018-09-04 0:15,5.402,2019-09-04 0:30,4.976,2020-09-04 0:30,4.279
2016-09-04 0:45,NaN,2017-09-04 0:45,NaN,2018-09-04 0:30,5.404,2019-09-04 0:45,4.977,2020-09-04 0:45,4.277
2016-09-04 1:00,NaN,2017-09-04 1:00,NaN,2018-09-04 0:45,5.401,2019-09-04 1:00,4.978,2020-09-04 1:00,4.278
2016-09-04 1:15,NaN,2017-09-04 1:15,NaN,2018-09-04 1:00,5.403,2019-09-04 1:15,4.975,2020-09-04 1:15,4.279
2016-09-04 1:30,NaN,2017-09-04 1:30,NaN,2018-09-04 1:15,5.404,2019-09-04 1:30,4.977,2020-09-04 1:30,4.279
2016-09-04 1:45,NaN,2017-09-04 1:45,NaN,2018-09-04 1:30,5.403,2019-09-04 1:45,4.979,2020-09-04 1:45,4.28
2016-09-04 2:00,NaN,2017-09-04 2:00,NaN,2018-09-04 1:45,5.402,2019-09-04 2:00,4.977,2020-09-04 2:00,4.283
2016-09-04 2:15,NaN,2017-09-04 2:15,NaN,2018-09-04 2:00,5.403,2019-09-04 2:15,4.977,2020-09-04 2:15,4.28
2016-09-04 2:30,NaN,2017-09-04 2:30,NaN,2018-09-04 2:15,5.403,2019-09-04 2:30,4.977,2020-09-04 2:30,4.278
2016-09-04 2:45,NaN,2017-09-04 2:45,NaN,2018-09-04 2:30,5.401,2019-09-04 2:45,4.977,2020-09-04 2:45,4.278
2016-09-04 3:00,NaN,2017-09-04 3:00,NaN,2018-09-04 2:45,5.402,2019-09-04 3:00,4.98,2020-09-04 3:00,4.283
2016-09-04 3:15,NaN,2017-09-04 3:15,NaN,2018-09-04 3:00,5.403,2019-09-04 3:15,4.979,2020-09-04 3:15,4.278
2016-09-04 3:30,NaN,2017-09-04 3:30,NaN,2018-09-04 3:15,5.403,2019-09-04 3:30,4.978,2020-09-04 3:30,4.283
2016-09-04 3:45,NaN,2017-09-04 3:45,NaN,2018-09-04 3:30,5.402,2019-09-04 3:45,4.977,2020-09-04 3:45,4.286
2016-09-04 4:00,NaN,2017-09-04 4:00,NaN,2018-09-04 3:45,5.401,2019-09-04 4:00,4.981,2020-09-04 4:00,4.284
2016-09-04 4:15,NaN,2017-09-04 4:15,NaN,2018-09-04 4:00,5.401,2019-09-04 4:15,4.982,2020-09-04 4:15,4.283
2016-09-04 4:30,NaN,2017-09-04 4:30,NaN,2018-09-04 4:15,5.401,2019-09-04 4:30,4.98,2020-09-04 4:30,4.281
2016-09-04 4:45,NaN,2017-09-04 4:45,NaN,2018-09-04 4:30,5.401,2019-09-04 4:45,4.982,2020-09-04 4:45,4.282
2016-09-04 5:00,NaN,2017-09-04 5:00,NaN,2018-09-04 4:45,5.401,2019-09-04 5:00,4.987,2020-09-04 5:00,4.281
2016-09-04 5:15,NaN,2017-09-04 5:15,NaN,2018-09-04 5:00,5.401,2019-09-04 5:15,4.982,2020-09-04 5:15,4.283
2016-09-04 5:30,NaN,2017-09-04 5:30,NaN,2018-09-04 5:15,5.402,2019-09-04 5:30,4.982,2020-09-04 5:30,4.282
2016-09-04 5:45,NaN,2017-09-04 5:45,NaN,2018-09-04 5:30,5.402,2019-09-04 5:45,4.989,2020-09-04 5:45,4.284
2016-09-04 6:00,NaN,2017-09-04 6:00,NaN,2018-09-04 5:45,5.402,2019-09-04 6:00,4.986,2020-09-04 6:00,4.283
2016-09-04 6:15,NaN,2017-09-04 6:15,NaN,2018-09-04 6:00,5.402,2019-09-04 6:15,4.985,2020-09-04 6:15,4.282
2016-09-04 6:30,NaN,2017-09-04 6:30,NaN,2018-09-04 6:15,5.402,2019-09-04 6:30,4.983,2020-09-04 6:30,4.283
2016-09-04 6:45,NaN,2017-09-04 6:45,NaN,2018-09-04 6:30,5.401,2019-09-04 6:45,4.985,2020-09-04 6:45,4.282
2016-09-04 7:00,NaN,2017-09-04 7:00,NaN,2018-09-04 6:45,5.401,2019-09-04 7:00,4.985,2020-09-04 7:00,4.278
2016-09-04 7:15,NaN,2017-09-04 7:15,NaN,2018-09-04 7:00,5.402,2019-09-04 7:15,4.984,2020-09-04 7:15,4.286
2016-09-04 7:30,NaN,2017-09-04 7:30,NaN,2018-09-04 7:15,5.402,2019-09-04 7:30,4.985,2020-09-04 7:30,4.284
2016-09-04 7:45,NaN,2017-09-04 7:45,NaN,2018-09-04 7:30,5.404,2019-09-04 7:45,4.984,2020-09-04 7:45,4.283
2016-09-04 8:00,NaN,2017-09-04 8:00,NaN,2018-09-04 7:45,5.405,2019-09-04 8:00,4.986,2020-09-04 8:00,4.291
2016-09-04 8:15,NaN,2017-09-04 8:15,NaN,2018-09-04 8:00,5.404,2019-09-04 8:15,4.978,2020-09-04 8:15,4.289
2016-09-04 8:30,NaN,2017-09-04 8:30,NaN,2018-09-04 8:15,5.404,2019-09-04 8:30,4.983,2020-09-04 8:30,4.297
2016-09-04 8:45,NaN,2017-09-04 8:45,NaN,2018-09-04 8:30,5.406,2019-09-04 8:45,4.984,2020-09-04 8:45,4.292
2016-09-04 9:00,NaN,2017-09-04 9:00,NaN,2018-09-04 8:45,5.404,2019-09-04 9:00,4.983,2020-09-04 9:00,4.287
2016-09-04 9:15,NaN,2017-09-04 9:15,NaN,2018-09-04 9:00,5.404,2019-09-04 9:15,4.986,2020-09-04 9:15,4.294
2016-09-04 9:30,NaN,2017-09-04 9:30,NaN,2018-09-04 9:15,5.406,2019-09-04 9:30,4.983,2020-09-04 9:30,4.287
2016-09-04 9:45,NaN,2017-09-04 9:45,NaN,2018-09-04 9:30,5.405,2019-09-04 9:45,4.983,2020-09-04 9:45,4.29
2016-09-04 10:00,NaN,2017-09-04 10:00,NaN,2018-09-04 9:45,5.405,2019-09-04 10:00,4.98,2020-09-04 10:00,4.288
2016-09-04 10:15,NaN,2017-09-04 10:15,NaN,2018-09-04 10:00,5.405,2019-09-04 10:15,4.984,2020-09-04 10:15,4.289
2016-09-04 10:30,NaN,2017-09-04 10:30,NaN,2018-09-04 10:15,5.405,2019-09-04 10:30,4.983,2020-09-04 10:30,4.296
2016-09-04 10:45,NaN,2017-09-04 10:45,NaN,2018-09-04 10:30,5.405,2019-09-04 10:45,4.986,2020-09-04 10:45,4.297
2016-09-04 11:00,NaN,2017-09-04 11:00,NaN,2018-09-04 10:45,5.405,2019-09-04 11:00,4.988,2020-09-04 11:00,4.297
2016-09-04 11:15,NaN,2017-09-04 11:15,NaN,2018-09-04 11:00,5.405,2019-09-04 11:15,4.988,2020-09-04 11:15,4.297
2016-09-04 11:30,NaN,2017-09-04 11:30,NaN,2018-09-04 11:15,5.404,2019-09-04 11:30,4.989,2020-09-04 11:30,4.3
2016-09-04 11:45,NaN,2017-09-04 11:45,NaN,2018-09-04 11:30,5.403,2019-09-04 11:45,4.991,2020-09-04 11:45,4.31
2016-09-04 12:00,NaN,2017-09-04 12:00,NaN,2018-09-04 11:45,5.407,2019-09-04 12:00,4.99,2020-09-04 12:00,4.308
2016-09-04 12:15,NaN,2017-09-04 12:15,NaN,2018-09-04 12:00,5.405,2019-09-04 12:15,4.995,2020-09-04 12:15,4.307
2016-09-04 12:30,NaN,2017-09-04 12:30,NaN,2018-09-04 12:15,5.404,2019-09-04 12:30,4.992,2020-09-04 12:30,4.307
2016-09-04 12:45,NaN,2017-09-04 12:45,NaN,2018-09-04 12:30,5.404,2019-09-04 12:45,4.993,2020-09-04 12:45,4.305
2016-09-04 13:00,NaN,2017-09-04 13:00,NaN,2018-09-04 12:45,5.402,2019-09-04 13:00,4.996,2020-09-04 13:00,4.308
2016-09-04 13:15,NaN,2017-09-04 13:15,NaN,2018-09-04 13:00,5.401,2019-09-04 13:15,4.997,2020-09-04 13:15,4.313
2016-09-04 13:30,NaN,2017-09-04 13:30,NaN,2018-09-04 13:15,5.401,2019-09-04 13:30,5,2020-09-04 13:30,4.31
2016-09-04 13:45,NaN,2017-09-04 13:45,NaN,2018-09-04 13:30,5.4,2019-09-04 13:45,4.999,2020-09-04 13:45,4.314
2016-09-04 14:00,NaN,2017-09-04 14:00,NaN,2018-09-04 13:45,5.4,2019-09-04 14:00,5.011,2020-09-04 14:00,4.319
2016-09-04 14:15,NaN,2017-09-04 14:15,NaN,2018-09-04 14:00,5.401,2019-09-04 14:15,5.005,2020-09-04 14:15,4.315
2016-09-04 14:30,NaN,2017-09-04 14:30,NaN,2018-09-04 14:15,5.4,2019-09-04 14:30,5.004,2020-09-04 14:30,4.318
2016-09-04 14:45,NaN,2017-09-04 14:45,NaN,2018-09-04 14:30,5.4,2019-09-04 14:45,5.007,2020-09-04 14:45,4.32
2016-09-04 15:00,NaN,2017-09-04 15:00,NaN,2018-09-04 14:45,5.4,2019-09-04 15:00,5.009,2020-09-04 15:00,4.321
